gene_id,Am_03,Am_06,Am_09,Am_12,Am_15,Am_16,Am_17,Am_18,Am_19,Am_20,Am_21,Am_22,Am_23,Am_24,Am_27
gene-TUBGCP2|TUBGCP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CPQ|CPQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-MTERF3|MTERF3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417217|LOC128417217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417228|LOC128417228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TRNAS-AGA-3|TRNAS-AGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CFAP418|CFAP418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PLEKHF2|PLEKHF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417234|LOC128417234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-NDUFAF6|NDUFAF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417235|LOC128417235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TP53INP1|TP53INP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417222|LOC128417222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-DPY19L4|DPY19L4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417232|LOC128417232,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0
gene-ESRP1|ESRP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-VIRMA|VIRMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417248|LOC128417248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-GEM|GEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CDH17|CDH17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TMEM67|TMEM67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CIBAR1|CIBAR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128416875|LOC128416875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417252|LOC128417252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417251|LOC128417251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128416891|LOC128416891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-RUNX1T1|RUNX1T1,0,27,18,14,12,0,0,0,12,17,10,24,9,20,0
gene-SLC26A7|SLC26A7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LRRC69|LRRC69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-C7H8orf88|C7H8orf88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-NECAB1|NECAB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TMEM64|TMEM64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417274|LOC128417274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-MMP16|MMP16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CNBD1|CNBD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128418129|LOC128418129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CNGB3|CNGB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-RMDN1|RMDN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ATP6V0D2|ATP6V0D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417293|LOC128417293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128416877|LOC128416877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417298|LOC128417298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SNX16|SNX16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CHMP4C|CHMP4C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ZFAND1|ZFAND1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-IMPA1|IMPA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417311|LOC128417311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417316|LOC128417316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417313|LOC128417313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-FABP5|FABP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-MRPL53|MRPL53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TRNAA-UGC-13|TRNAA-UGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PAG1|PAG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417340|LOC128417340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ZNF704|ZNF704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TPD52|TPD52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-MRPS28|MRPS28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417343|LOC128417343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-HEY1|HEY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-STMN2|STMN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ZC2HC1A|ZC2HC1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417328|LOC128417328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PEX2|PEX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128416878|LOC128416878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417335|LOC128417335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-HNF4G|HNF4G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CRISPLD1|CRISPLD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PI15|PI15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LY96|LY96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TMEM70|TMEM70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-C7H8orf89|C7H8orf89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SBSPON|SBSPON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TERF1|TERF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-KCNB2|KCNB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TRPA1|TRPA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417366|LOC128417366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-XKR9|XKR9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LACTB2|LACTB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PRDM14|PRDM14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SLCO5A1|SLCO5A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-C7H8orf34|C7H8orf34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417380|LOC128417380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PREX2|PREX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417381|LOC128417381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CPA6|CPA6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PPP1R42|PPP1R42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417396|LOC128417396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TCF24|TCF24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417395|LOC128417395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128418133|LOC128418133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-MCMDC2|MCMDC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417398|LOC128417398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SGK3|SGK3,0,0,0,0,10,0,0,0,0,0,0,13,0,0,0
gene-LOC128417399|LOC128417399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TRNAY-GUA-9|TRNAY-GUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-MYBL1|MYBL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-VXN|VXN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417397|LOC128417397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ADHFE1|ADHFE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CRH|CRH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TRNAY-GUA-10|TRNAY-GUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TRNAR-ACG|TRNAR-ACG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TRNAR-ACG-2|TRNAR-ACG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TRNAY-GUA-11|TRNAY-GUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-DNAJC5B|DNAJC5B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417409|LOC128417409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-BHLHE22|BHLHE22,0,0,0,0,8,1,0,0,0,0,2,12,0,13,0
gene-LOC128417412|LOC128417412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417416|LOC128417416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TTPA|TTPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-GGH|GGH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-NKAIN3|NKAIN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CLVS1|CLVS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128416880|LOC128416880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417426|LOC128417426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CA8|CA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417428|LOC128417428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128416881|LOC128416881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TOX|TOX,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
gene-SDCBP|SDCBP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417433|LOC128417433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-UBXN2B|UBXN2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128416882|LOC128416882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SDR16C5|SDR16C5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CHCHD7|CHCHD7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-MOS|MOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417448|LOC128417448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LYN|LYN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TGS1|TGS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417446|LOC128417446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417449|LOC128417449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417452|LOC128417452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417450|LOC128417450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417407|LOC128417407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417451|LOC128417451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417453|LOC128417453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417458|LOC128417458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417408|LOC128417408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417461|LOC128417461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417462|LOC128417462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417463|LOC128417463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417460|LOC128417460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417465|LOC128417465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417459|LOC128417459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417455|LOC128417455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417454|LOC128417454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-XKR4|XKR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-RP1|RP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417468|LOC128417468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128416884|LOC128416884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SOX17|SOX17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-MRPL15|MRPL15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TCEA1|TCEA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-RGS20|RGS20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-OPRK1|OPRK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-NPBWR1|NPBWR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ALKAL1|ALKAL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ST18|ST18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417485|LOC128417485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417484|LOC128417484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SNTG1|SNTG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PPDPFL|PPDPFL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SNAI2|SNAI2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417491|LOC128417491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417492|LOC128417492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TRNAA-AGC-6|TRNAA-AGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TRNAA-AGC-7|TRNAA-AGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TRNAA-AGC-8|TRNAA-AGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-MCM4|MCM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PRKDC|PRKDC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417497|LOC128417497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SPIDR|SPIDR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417500|LOC128417500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417503|LOC128417503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-NOL4|NOL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TRNAK-CUU-32|TRNAK-CUU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417509|LOC128417509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CCDC178|CCDC178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-KLHL14|KLHL14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417512|LOC128417512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-GAREM1|GAREM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-MEP1B|MEP1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-RNF138|RNF138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-RNF125|RNF125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CATSPERD|CATSPERD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417521|LOC128417521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-B4GALT6|B4GALT6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TTR|TTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417524|LOC128417524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417525|LOC128417525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417526|LOC128417526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TRNAT-UGU-9|TRNAT-UGU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128416886|LOC128416886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128416887|LOC128416887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417533|LOC128417533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CHST9|CHST9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417538|LOC128417538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TAF4B|TAF4B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128416888|LOC128416888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CABYR|CABYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417554|LOC128417554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LAMA3|LAMA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ANKRD29|ANKRD29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-RIOK3|RIOK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TMEM241|TMEM241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-RBBP8|RBBP8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128416889|LOC128416889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-GATA6|GATA6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ABHD3|ABHD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-THOC1|THOC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-COLEC12|COLEC12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CLUL1|CLUL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TYMS|TYMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ENOSF1|ENOSF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-YES1|YES1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ADCYAP1|ADCYAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128418127|LOC128418127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-METTL4|METTL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-NDC80|NDC80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SMCHD1|SMCHD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-EMILIN2|EMILIN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LPIN2|LPIN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TGIF1|TGIF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417589|LOC128417589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-DLGAP1|DLGAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-AKAIN1|AKAIN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ZBTB14|ZBTB14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TMEM200C|TMEM200C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LAMA1|LAMA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417599|LOC128417599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LRRC30|LRRC30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417603|LOC128417603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417602|LOC128417602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-RAB31|RAB31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-APCDD1|APCDD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417476|LOC128417476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PIEZO2|PIEZO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417623|LOC128417623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417627|LOC128417627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CIDEA|CIDEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PRELID3A|PRELID3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417637|LOC128417637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SPIRE1|SPIRE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CEP76|CEP76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417638|LOC128417638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PSMG2|PSMG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CEP192|CEP192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-FAM210A|FAM210A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-RNMT|RNMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417646|LOC128417646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-MC5R|MC5R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-MC2R|MC2R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417649|LOC128417649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CDH7|CDH7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417650|LOC128417650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-DSEL|DSEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128416892|LOC128416892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CCDC102B|CCDC102B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128418122|LOC128418122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-DOK6|DOK6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CD226|CD226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-RTTN|RTTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CBLN2|CBLN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-NETO1|NETO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417660|LOC128417660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-FBXO15|FBXO15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TIMM21|TIMM21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417663|LOC128417663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-C7H18orf63|C7H18orf63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417665|LOC128417665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-DIPK1C|DIPK1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CNDP2|CNDP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417668|LOC128417668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417670|LOC128417670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ZNF236|ZNF236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-GALR1|GALR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SALL3|SALL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-KCNG2|KCNG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-HSBP1L1|HSBP1L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TXNL4A|TXNL4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417691|LOC128417691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417694|LOC128417694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417695|LOC128417695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-RBFA|RBFA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417701|LOC128417701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ADNP2|ADNP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417698|LOC128417698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PARD6G|PARD6G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SCGN|SCGN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417703|LOC128417703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TRNAI-GAU-27|TRNAI-GAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-RIPOR2|RIPOR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417719|LOC128417719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417718|LOC128417718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ARMH2|ARMH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-GMNN|GMNN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PRL|PRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417527|LOC128417527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128416894|LOC128416894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128417725|LOC128417725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-E2F3|E2F3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-MBOAT1|MBOAT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
